tstamp	bike	bikeCity	active	repair	missed	comments	description	bc_serial	real_battery	last_communication	last_communication_sim	last_communication_reason	last_rental_changed	last_rental	place_name	lat	lng	lastLat	lastLng	accuracy	location_type
2025-10-21 12:34	410000	408	0	0	0	""	""	10000133498	3552	"2025-05-28 01:40:05"	"2025-05-28 01:40:05"	"HEARTBEAT"	1745087754	1745087754	"Patinetas arregladas"	28,146930108263	-15,410985946655				
2025-11-20 14:39	410439	408	1	0	0	""	""	83300013326	4032	"2025-11-20 15:40:02"	"2025-11-20 15:40:02"	"HEARTBEAT"	1763235327	1763235326	"Cabildo de Gran Canaria"	28,108373459503	-15,420620441437	28,108373459503	-15,420620441437	0	"move_bike_to"
2025-11-20 12:41	410438	408	0	1	0	"ACCIDENTE"	""	83300013027	3568	"2025-11-18 06:50:13"	"2025-11-18 06:50:13"	"DEEPSLEEP"	1763147466	1763147466	"Bicis para reparar"	28,083718324626	-15,438280105591	28,087151111111	-15,437158888889	7	""
2025-11-20 11:50	410437	408	1	0	0	""	""	83300012246	3480	"2025-11-20 15:34:15"	"2025-11-20 15:34:15"	"HEARTBEAT"	1763625931	1763625931	"Plaza San Agustín"	28,099605209298	-15,412943959236	28,099666666667	-15,414015555556	7	""
2025-11-20 14:40	410436	408	1	0	0	""	""	83300013853	3752	"2025-11-20 15:42:08"	"2025-11-20 15:42:08"	"HEARTBEAT"	1763649606	1763649606	"Plaza de España"	28,134802	-15,435001	28,134802	-15,435001	0	"E"
2025-11-20 12:41	410435	408	0	0	0	""	""	83300012431	3944	"2025-11-20 15:36:56"	"2025-11-20 15:36:56"	"HEARTBEAT"	1761774693	1761774692	"Bicis arregladas"	28,083718324626	-15,438280105591	28,08648	-15,436747777778	6	""
2025-11-20 14:21	410434	408	1	0	0	""	""	83300012913	3712	"2025-11-20 15:35:52"	"2025-11-20 15:35:52"	"HEARTBEAT"	1763641209	1763641209	"Plaza del Pilar"	28,129829699076	-15,445243120193	28,129829699076	-15,445243120193	0	"move_bike_to"
2025-11-20 14:34	410433	408	1	0	0	""	""	83300013341	3392	"2025-11-20 15:38:08"	"2025-11-20 15:38:08"	"HEARTBEAT"	1763649264	1763649264	"Reyes Católicos"	28,097565648491713	-15,414483547210695	28,097565648491713	-15,414483547210695	0	"E"
2025-11-20 14:32	410432	408	1	0	0	""	""	83300012180	3960	"2025-11-20 15:39:25"	"2025-11-20 15:39:25"	"HEARTBEAT"	1763649144	1763649144	"San Telmo"	28,108330873943	-15,417310595512	28,108330873943	-15,417310595512	0	"E"
2025-11-20 14:36	410431	408	1	0	0	""	""	83300012087	3456	"2025-11-20 15:34:54"	"2025-11-20 15:34:54"	"HEARTBEAT"	1763648937	1763648937	"Base Naval"	28,134773251355	-15,429144501686	28,134773251355	-15,429144501686	0	"E"
